type,content,title,group,poll_id,areena_id,areena_caption,ims_id,image_caption,image_copyright,background,extra,areena_extra,footer,internal comment
exercise,"Sijoitusten ajoittaminen voi vähentää markkinoiden lyhyen aikavälin heilahteluiden vaikutusta.

Säännöllinen sijoittaminen auttaa tasoittamaan hintavaihteluita ja parantaa pitkän aikavälin tuottoja.

Sijoittamalla eri omaisuusluokkiin, kuten osakkeisiin, joukkovelkakirjoihin ja kiinteistöihin, voit tasapainottaa riskejä.

Sijoittamalla eri alueille voit vähentää maakohtaisten tai alueellisten riskien vaikutusta sijoituksiisi.",Hajauttaminen;Pienennä sijoitusriskiä,exercise_4,,,,,,,,,,,
exercise,"Tavoitteet voivat olla lyhyen tai pitkän aikavälin tavoitteita, kuten säästäminen asuntoon tai eläkkeelle.

Arvioi, kuinka paljon riskiä olet valmis ottamaan sijoituksissasi henkilökohtaisten tavoitteiden ja tilanteen perusteella.

Ymmärrä, miten oma riskinsietokyky vaikuttaa sijoitusstrategiaasi ja valintoihisi.

Kuukausisijoittaminen tasoittaa markkinoiden heilahteluita ja auttaa kerryttämään varallisuutta pitkällä aikavälillä.",Sijoitussuunnitelma;Määritä tavoitteesi ja strategiasi,exercise_5,,,,,,,,,,,
exercise,"FOMO (Fear of Missing Out) laumakäyttäytyminen voivat johtaa huonoihin päätöksiin.

Opettele pysymään rauhallisena ja rationaalisena markkinoiden heilahteluissa.

Menestyksen avain on pitkäjänteinen ja johdonmukainen sijoittaminen, jossa keskitytään pitkän aikavälin tavoitteisiin.",Sijoittamisen psykologia;Vältä sijoittamisen yleisimmät sudenkuopat ,exercise_6,,,,,,,,,,,
poll_section,,,,47-1c3dff4e-fc10-4087-9230-3bcd307c0bbc,,,,,,,,,,
title,,Asiantuntijan extravinkit,,,,,,,,,,,,
paragraph_section,"*""An investment in knowledge pays the best interest."" — Benjamin Franklinin viisauksia.
* Kaikki tekevät virheitä, mutta viisas oppii niistä.
* Sijoittaminen on maraton, ei sprintti.
* Markkinat ovat kärsivällisen ystävä ja hätiköivän vihollinen.
* Riski ja tuotto kulkevat käsi kädessä – valitse viisaasti.
* Pitkä aikaväli tasoittaa markkinoiden heilahtelut.
* Sijoita itseesi – tieto on paras pääoma.
* Ajoitus on vaikeaa, mutta säännöllinen sijoittaminen helppoa.
* Historian menestys ei ole tae tulevasta menestyksestä.
* Tärkein päätös on aloittaa.",,,,,,,,,,,,,
title,,Mitä mieltä harjoituksista?,,,,,,,,,,,,
poll_section,,,,47-a79ba661-097a-4d3e-82f2-20d6a83e734d,,,,,,,,,,
poll_section,,,,47-787e878c-5bef-4e1c-a07e-3e070cff05c,,,,,,,,,,
paragraph_section,"Näiden lisäksi suosittelemme tekemään vielä erillisen forms-palautekyselyn // Yle-forms-upotuksen, jossa käyttäjiltä voidaan kysyä avointa palautetta ja saamme vielä tarkempia havaintoa ja tarpeita esille sekä mahdolliset tekniset ongelmat tietoomme.",,,,,,,,,,,,,
exercise,"* **Osake**: Yrityksen omistusosuus.
* **Rahasto**: Sijoituskohde, joka hajauttaa varat.
* **ETF**: Pörssinoteerattu rahasto.
* **Korko**: Lainan kustannus tai säästöjen tuotto.
* **Volatiliteetti**: Hintojen vaihtelu.
* **Hajauttaminen**: Riskin vähentäminen eri kohteilla.
* **Pääoma**: Sijoitettavat varat.
* **Tuotto**: Sijoituksen voitto.
* **Riski**: Mahdollisuus menettää varoja.
* **Sijoitushorisontti**: Aika, jolloin varat ovat sijoitettuna.
* **Indeksi**: Markkinoiden yleistä kehitystä kuvaava mittari.
* **Likviditeetti**: Kuinka helposti omaisuus voidaan muuttaa rahaksi.
* **Tase**: Yrityksen varat ja velat.
* **Osinko**: Yrityksen voitosta maksettava osuus omistajille.
* **Salkku**: Sijoituskohteiden kokoelma.
* **Korkoa korolle**: Tuoton uudelleensijoittaminen.
* **Laumakäyttäytyminen**: Sijoituttaminen muiden perässä.
* **FOMO**: Pelko menetetyistä tuotoista.
* **Bear-markkina (karhumarkkina)**: Laskevien kurssien markkinat.
* **Bull-markkina (härkämarkkina)**: Nousevien kurssien markkinat.
* **Arvo-osuustili (AOT)**: Osakkeiden säilytyspaikka.
* **Osakesäästötili (OST)**: Verotuksellisesti edullinen osakesijoitustili.
* **P/E-luku**: Osakkeen hinnan ja tuloksen suhde.
* **Sijoitussuunnitelma**: Strategia sijoitusten hallintaan.
* **Kaupankäyntipalkkio**: Välittäjän perimä maksu.
* **Makroekonomia**: Koko talouden ilmiöiden tutkimus.
* **Mikroekonomia**: Yksilöiden ja yritysten taloudellinen toiminta.
* **Yield**: Tuotto prosentteina.
* **Konsensusarvio**: Analyytikoiden keskimääräinen ennuste.",Sanasto,exercise_7,,,,,,,,,,,
exercise,"* Seppo Saario: Miten sijoitan pörssiosakkeisiin
* Seppo Saario: Näin sijotan pörssiosakkeisiin: Opas nuorelle, tie taloudelliseen riippumattomuuteen
* Esa Juntunen: Viisas sijoittaja
* Merja Mähkä, Unna Lehtipuu: Sijoittajaksi 7 päivässä",Kirjallisuutta aiheesta,exercise_8,,,,,,,,,,,
